Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
Nayuta.Fallen1-70,,怪人は那由多の反応を頼むように、更に激しく那由多の子宮を突き上げる,怪人は那由多の反応を頼むように、更に激しく那由多の子宮を突き上げる,怪人像是回應那由多的反應一樣，更加猛烈地撞擊那由多的子宮。,"The monster thrusts Nayuta's womb even harder, as if to beg for a reaction from her.","As if encouraged by Nayuta's reactions, the fiend penetrated even more violently into her womb.","괴인은 나유타의 반응을 즐기듯, 더욱 격렬하게 나유타의 자궁을 찔러 올린다",怪人像是回应那由多的反应一样，更加猛烈地撞击那由多的子宫。
,,,,,,,,
Nayuta.Fallen1-71,那由多,「お゛っ♥、お゛っ♥、お゛っ♥、まって♥、止まりなさいっ♥」,「お゛っ♥、お゛っ♥、お゛っ♥、まって♥、止まりなさいっ♥」,「喔♥、喔♥、喔♥、等一下♥，停下來♥」,"""D―D―D―D―D―Don't, don't, don't, don't, don't, don't, don't, don't, don't, don't, don't, don't, don't, don't.""","""Oh♥ Oh♥ Oh♥ Wait♥ Stop it♥""","「오옷 옷♥, 오옷 옷♥, 오옷 옷♥, 기다려♥, 멈추십시오♥」",「喔♥、喔♥、喔♥、等一下♥，停下来♥」
,,,,,,,,
Nayuta.Fallen1-72,,徐々に怪人のチンポが熱を帯び、ブルブルと振動し始める,徐々に怪人のチンポが熱を帯び、ブルブルと振動し始める,怪人的陰莖逐漸發熱，開始顫抖。,"Gradually, the monster's cock begins to heat up and vibrate with a buzzing sound","Gradually, the fiend's penis became hot and began to vibrate.","서서히 괴인의 자지가 뜨거워지며, 부들부들 떨리기 시작한다",怪人的阴茎逐渐发热，开始颤抖。
,,,,,,,,
Nayuta.Fallen1-73,ゴブリン型怪人,「ギャギャッ！、ギャギャッ！」,「ギャギャッ！、ギャギャッ！」,「嘎嘎！嘎嘎！」,"""Gah―gah! Gah―gah!""","""Gyagya! Gyagya!""","「갸갸윽!, 갸갸윽!」",「嘎嘎！、嘎嘎！」
,,,,,,,,
Nayuta.Fallen1-74,那由多,「――――な、何をしようとっ♥、――――っ、まさか！？」,「――――な、何をしようとっ♥、――――っ、まさか！？」,「――――你、你想做什麼♥――――難道是！？」,"""――――, what are you doing ♥, ――――, no way!""","""...W-what are you trying to...♥ No, it can't be!?""","「――――뭣, 무엇을 하려는 건가♥, ――――윽, 설마!?」",「――――你、你想做什么♥、――――唔、难道是！？」
,,,,,,,,
Nayuta.Fallen1-75,,「っ、やめなさ―――――」,「っ、やめなさ―――――」,「唔、快住―――――」,Stop it. ―――――,"""Stop...""","「윽, 그만둬―――――」",「唔、快住―――――」
,Nayuta darkness 1-9,,,,,,,
Nayuta.Fallen1-76,,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！,咚咻嚕嚕嚕嚕！咻嚕、咚咻嚕嚕嚕！, ,"Splurt! Spurt, splurt!","도뷰르르르릇르릇! 뷰릇, 도뷰르르르릇!",咚咻噜噜噜噜！咻噜、咚咻噜噜噜！
,,,,,,,,
Nayuta.Fallen1-77,那由多,「お゛お゛お゛お゛っ！？？、子宮にッ♥、精子がッ♥！？」,「お゛お゛お゛お゛っ！？？、子宮にッ♥、精子がッ♥！？」,「喔喔喔喔喔喔！？子宮裡♥，精子！？！」,"""Oh, oh, oh, oh, oh, oh, oh! Sperm in my womb!","""Ooooh!? In my womb♥ Sperm♥!?""","「오옷 오옷 오옷 오옷 옷!??, 자궁에♥, 정자가♥!?」",「喔喔喔喔喔喔！？子宫里♥，精子！？！」
,,,,,,,,
Nayuta.Fallen1-78,ゴブリン,「ギャギャギャッ！！、ギャッ！」,「ギャギャギャッ！！、ギャッ！」,「嘎嘎嘎！！嘎！」,"""Gah, gah, gah! Gah―gah!""","""Gyagyagya!! Gya!""","「갸갸갸!!, 갹!」",「嘎嘎嘎！！、嘎！」
,,,,,,,,
Nayuta.Fallen1-79,那由多,「お゛お゛っ♥！？、しゃせいっ♥、ながいっ！？」,「お゛お゛っ♥！？、しゃせいっ♥、ながいっ！？」,「喔喔♥！？射精♥，好久！？」,"""OHHHHH! Oh, sha―sha―sha―sha, long!""","""Oooh♥!? The ejaculation♥ is taking a long time!?""","「오옷 오옷 옷♥!?, 사정♥, 길엇!?」",「喔喔♥！？射精♥，好久！？」
,,,,,,,,
Nayuta.Fallen1-80,,ビュルルッ、ドクッ、ドクッ！,ビュルルッ、ドクッ、ドクッ！,咻嚕嚕、噗通、噗通！,,"Spurt, throb, throb!","뷰르릇, 도큣, 도큣!",咻噜噜、噗通、噗通！
,,,,,,,,
Nayuta.Fallen1-81,那由多,「お゛っ…ん゛あ゛っ……♥」,「お゛っ…ん゛あ゛っ……♥」,「喔…嗯啊……♥」,"""OHHHHHHHHHHH ......♥""","""Oh... Naah...♥""",「오옷 옷… 응옷 앗옷 ……♥」,「喔…嗯啊……♥」
,,,,,,,,
Nayuta.Fallen1-82,ゴブリン,「ギャギャ……♪」,「ギャギャ……♪」,「嘎嘎……♪」,♪ Gya gya ...... ♪,"""Gyagya...♪""",「갸갸……♪」,「嘎嘎……♪」
,Nayuta darkness 1-10,,,,,,,
Nayuta.Fallen1-83,那由多,「はあっ、はあっ、」,「はあっ、はあっ、」,「哈……哈……」,"""Ha―ha―ha.""","""Haa, haa...""","「하앗, 하앗,」",「哈、哈、」
,,,,,,,,
Nayuta.Fallen1-84,,「っ、……こんな雑魚怪人に私がっ…！？」,「っ、……こんな雑魚怪人に私がっ…！？」,「唔……我竟然被這種雜魚怪人…！？」,"""What, ......, such a small fry monster has me...?","""To think that I... by such a weak fiend...!?""","「윽, …… 이런 잡것 괴인에게 내가…!?」",「唔、……我竟然被这种杂鱼怪人…！？」
,,,,,,,,
Nayuta.Fallen1-85,,「………ん゛っ♥――――っっ！？」,「………ん゛っ♥――――っっ！？」,「………嗯♥―――――唔！！？」,"""......... ♥――――!","""...Nnh♥ ...!?""",「………응옷 윽♥――――윽!?」,「………嗯♥―――――唔！！？」
,,,,,,,,
Nayuta.Fallen1-86,,「気が付きませんでしたがっ…私の中の聖核エネルギーが減少しているっ！？」,「気が付きませんでしたがっ…私の中の聖核エネルギーが減少しているっ！？」,「我竟然沒察覺到…我體內的聖核能量正在減少！？」,"""I didn't realize...the Seikaku energy in me is diminishing!""","""I didn't notice but... the Holy Core Energy inside me is on the decline!?""",「눈치채지 못했지만… 내 안의 성핵 에너지가 감소하고 있어!?」,「我竟然没察觉到…我体内的圣核能量正在减少！？」
,,,,,,,,
Nayuta.Fallen1-87,ゴブリン型怪人,「ギャギャ♪ギャギャ！」,「ギャギャ♪ギャギャ！」,「嘎嘎♪嘎嘎！」,"♪ Gah, gah, gah!""","""Gyagya♪ Gyagya!""",「갸갸♪갸갸!」,「嘎嘎♪嘎嘎！」
,,,,,,,,
Nayuta.Fallen1-88,那由多,「っ……！これは…私の聖核エネルギーが消滅…いえ、この怪人に吸収されているっ！？」,「っ……！これは…私の聖核エネルギーが消滅…いえ、この怪人に吸収されているっ！？」,「唔……！難道是…我的聖核能量消失了…不對，是被這個怪人吸收了！？」,"I'm not sure what to do...""......! This is... my Seikaku energy is being dissipated... no, it's being absorbed by this monster!","""...! This is... my Holy Core Energy is disappearing... no, it's being absorbed by this fiend!?""","「윽……! 이것은… 나의 성핵 에너지가 소멸… 아니, 이 괴인에게 흡수되고 있어!?」",「唔……！难道是…我的圣核能量消失了…不对，是被这个怪人吸收了！？」
,,,,,,,,
Nayuta.Fallen1-89,,怪人はさっき射精したにも関わらず、再びチンポを那由多の中で硬くしている,怪人はさっき射精したにも関わらず、再びチンポを那由多の中で硬くしている,怪人儘管剛才射精了，陰莖卻在那由多體內再次變硬。,"The monster is making his cock hard inside Nayuta again, even though he ejaculated earlier!","Despite having just ejaculated, the fiend's penis was getting hard again inside Nayuta.","괴인은 방금 사정했음에도 불구하고, 다시 자지를 나유타 안에서 단단하게 세우고 있다",怪人尽管刚才射精了，阴茎却在那由多体内再次变硬。
,,,,,,,,
Nayuta.Fallen1-90,,「っ！、まずいですねっ…、仮に聖核エネルギーを吸収して成長するなら…この怪人が弱いうちに何とかしなければっ！」,「っ！、まずいですねっ…、仮に聖核エネルギーを吸収して成長するなら…この怪人が弱いうちに何とかしなければっ！」,「唔！不妙…！假設牠吸收聖核能量成長…就必須趁這個怪人還弱的時候想辦法解決！」,I've got to do something about this monster while it's still weak! If it grows by absorbing the Seikaku energy... we have to do something while this monster is still weak!,"""This is bad... If it grows by absorbing Holy Core Energy... I need to do something while this fiend is still weak!""","「윽!, 위험하군요… 만약 성핵 에너지를 흡수해서 성장한다면… 이 괴인이 약할 때 어떻게든 해야!」",「唔！不妙…！假设牠吸收圣核能量成长…就必须趁这个怪人还弱的时候想办法解决！」
,,,,,,,,
Nayuta.Fallen1-91,ゴブリン型怪人,「ギャッ、ギャ！」,「ギャッ、ギャ！」,「嘎、嘎！」,"Gah, gah!""","""Gya, gya!""","「갹, 갸!」",「嘎、嘎！」
,,,,,,,,
Nayuta.Fallen1-92,,パチュッ、パチュッ！,パチュッ、パチュッ！,啪嘰、啪嘰！,Patu―patu―patu!,"Slap, slap!","파츗, 파츗!",啪叽、啪叽！
,,,,,,,,
Nayuta.Fallen1-93,那由多,「ぐうっ、またッ！？――いえ、大丈夫です、精神を集中させれば聖核エネルギーの流出を抑えられるはずっ！」,「ぐうっ、またッ！？――いえ、大丈夫です、精神を集中させれば聖核エネルギーの流出を抑えられるはずっ！」,「嗚，又來了！？――不對，沒關係，集中精神的話應該能抑制聖核能量的流失！」,"""Ugh, again? ――No, it's okay, if you concentrate your mind, you should be able to suppress the outflow of the Seikaku energy!","""Guh, again!? ...No, it's fine. If I concentrate, I should be able to suppress the leaking of Holy Core Energy!""","「크윽, 또!?―― 아니, 괜찮습니다, 정신을 집중하면 성핵 에너지 유출을 억제할 수 있을 터!」",「呜、又来了！？――不对，没关系，集中精神的话应该能抑制圣核能量的流失！」
,,,,,,,,
Nayuta.Fallen1-94,,「二度と先ほどのような無様は晒しませんっ！私の精神力を舐めないでくださいっ！」,「二度と先ほどのような無様は晒しませんっ！私の精神力を舐めないでくださいっ！」,「我絕不會再露出剛才那種丟臉的模樣！不要小看我的精神力！」,"I will never again display the same ineptitude as I did earlier! Don't you dare lick my spirit!""","""I won't show such disgrace again! Don't underestimate my mental fortitude!""",「두 번 다시 방금과 같은 추태는 보이지 않겠습니다! 제 정신력을 얕보지 마십시오!」,「我绝不会再露出刚才那种丢脸的模样！不要小看我的精神力！」
,暗転,,,,,,,
Nayuta.Fallen1-95,,――――そして5分後,――――そして5分後,――――然後五分鐘後,―――― and 5 minutes later,And five minutes later...,――――그리고 5분 후,――――然后五分钟后
,Nayuta darkness 1-14,,,,,,,
Nayuta.Fallen1-96,,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！,咚咻嚕嚕嚕嚕！咻嚕、咚咻嚕嚕嚕！, ,"Splurt! Spurt, splurt!","도뷰르르르릇르릇! 뷰릇, 도뷰르르르릇!",咚咻噜噜噜噜！咻噜、咚咻噜噜噜！
,,,,,,,,
Nayuta.Fallen1-97,那由多,「ひっぐうううううっっ♥♥！？！また中に出てるっ♥！？」,「ひっぐうううううっっ♥♥！？！また中に出てるっ♥！？」,「呀嗚嗚嗚嗚嗚♥♥！？又射在裡面了♥！？」,I'm coming inside again! It's inside me again!,"""Hggggnnn♥♥!? It's coming inside again♥!?""",「히익극우우우우웃♥♥!?! 또 안에 싸고 있어♥!?」,「呀呜呜呜呜呜♥♥！？又射在里面了♥！？」
,,,,,,,,
Nayuta.Fallen1-98,ゴブリン型怪人,「ギャッ♪ギャッ♪」,「ギャッ♪ギャッ♪」,「嘎♪嘎♪」,♪ Gah ♪ ♪ Gah ♪,"""Gya♪ Gya♪""",「갹♪갹♪」,「嘎♪嘎♪」
,,,,,,,,
Nayuta.Fallen1-99,那由多,「お゛お゛っ、そんなっ♥、また聖核エネルギー奪われてるっ♥♥」,「お゛お゛っ、そんなっ♥、また聖核エネルギー奪われてるっ♥♥」,「喔喔，怎麼會♥，又被奪走聖核能量了♥♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, they're taking the Seikaku energy again.","""Oooh, no♥ My Holy Core Energy is being stolen again♥♥""","「오옷 오옷 옷, 그런♥, 또 성핵 에너지를 빼앗기고 있어♥♥」",「喔喔，怎么会♥，又被夺走圣核能量了♥♥」
,,,,,,,,
Nayuta.Fallen1-100,,「お゛ほ゛っ♥、私はっ♥、こんな雑魚にいっ♥、絶対負けませんっ！」,「お゛ほ゛っ♥、私はっ♥、こんな雑魚にいっ♥、絶対負けませんっ！」,「喔吼♥，我♥，對這種雜魚♥，絕不會輸！」,I will not be defeated by such a small fish!,"""Ohoh♥ I won't♥ ever lose to such a small fry♥!""","「오옷 홋♥, 나는♥, 이런 잡것에게잇♥, 절대 지지 않겠습니다!」",「喔吼♥，我♥，对这种杂鱼♥，绝不会输！」
