Key,Comment,Japanese,Japanese_Steam,English,Traditional Chinese_Steam,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Hisui.Fallen1-66,,(くっ、変身っ…コード：ヒスイッ！),(くっ、変身っ…コード：ヒスイッ！),,（咕，變身…代號：翡翠！）,(嗯、變身...代碼：翡翠！),,"(Kuh, transform... Code: Hisui!)","(크윽, 변신… 코드: 히스잇!)",（咕，变身…代号：翡翠！）
,,,,,,,,,,
Hisui.Fallen1-67,,(……っ！？変身できないっ…！？),(……っ！？変身できないっ…！？),,（……！？變身不了…！？）,(......！？無法變身...！？),,(...?! I can't transform...?!),(……윽!? 변신할 수 없어…!?),（……！？变身不了…！？）
,,,,,,,,,,
Hisui.Fallen1-68,,【以後対象者を“下級戦闘員K46号”と呼称します。以後自身の事はK46号と呼称するように。】,【以後対象者を『下級戦闘員K46号』と呼称します。以後自身の事はK46号と呼称するように。】,,【以後將目標稱為「下級戰鬥員K46號」。以後稱呼自己為K46號。】,【從現在起稱對象為“下級戰鬥員K46號”。從現在起自己也稱為K46號。】,,"[Subject will henceforth be designated as ""Junior soldier K46"". You will refer to yourself as K46.]",【이후 대상자를 “하급 전투원 K46호”로 호칭합니다. 이후 자신을 K46호로 호칭하도록.】,【以后将目标称为“下级战斗员K46号”。以后称呼自己为K46号。】
,,,,,,,,,,
Hisui.Fallen1-69,ヒスイ,(えっ、ま、待って…このままじゃ私…潜入どころか……本当に戦闘員になっちゃう…！？),(えっ、ま、待って…このままじゃ私…潜入どころか……本当に戦闘員になっちゃう…！？),,（欸，等、等一下…這樣下去我…別說潛入……真的會變成戰鬥員…！？）,(欸、等、等一下…這樣下去的話我…不只是潛入……真的會變成戰鬥員嗎…！？),,"(Eh, w-wait... at this rate I'll... The infiltration... I'm really becoming a soldier...?!)","(엣, 자, 잠깐… 이대로라면 나… 잠입은커녕…… 정말 전투원이 되어버려…!?)",（欸，等、等一下…这样下去我…别说潜入……真的会变成战斗员…！？）
,,,,,,,,,,
Hisui.Fallen1-70,,バチバチバチッ！！,バチバチバチッ！！,,啪滋啪滋啪滋！！,嘭嘭嘭！！,,Zap zap zap!!,바치바치바칫!!,啪滋啪滋啪滋！！
,,,,,,,,,,
Hisui.Fallen1-71,,「ひぎっ！？」,「ひぎっ！？」,,「嗚咕！？」,「嘿嘿！」,,"""Hggggii?!""",「히긱!?」,「呜咕！？」
,,,,,,,,,,
Hisui.Fallen1-72,,【K46号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K46号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,,【K46號，下級戰鬥員的回答一律使用表示絕對肯定的「嘰——！」其他發聲禁止】,【K46號，對於下級戰鬥員的回答必須以絕對肯定的“嘿———”表示。其他發聲未經允許則禁止。】,,"[K46, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. You are not allowed to make other sounds.]","【K46호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K46号，下级战斗员的回答一律使用表示绝对肯定的「吱——！」其他发声禁止】
,,,,,,,,,,
Hisui.Fallen1-73,ヒスイ,「きぃ、きぃー！？」,「きぃ、きぃー！？」,,「嘰、嘰─！」,「嘿，嘿——！？」,,"""Kii, kiii?!""","「키이, 키이ー!?」",「吱、吱─！」
,,,,,,,,,,
Hisui.Fallen1-74,,(だっ、だめ…っ！聖核戦姫の力を失ったまま洗脳されたら…本当に戦闘員に……！？),(だっ、だめ…っ！聖核戦姫の力を失ったまま教育されたら…本当に戦闘員に……！？),,（不、不行…！在聖核戰姬的力量消失的狀態下被教育…真的會變成戰鬥員……！？）,(不、不行…！失去聖核戰姬的力量然後被洗腦…真的會變成戰鬥員嗎……！？),,(N-no...! If I'm re-educated without my Holy Core Battlemaiden powers... I'll really become a soldier...?!),"(아, 안 돼…! 성핵전희의 힘을 잃은 채 세뇌당하면… 정말 전투원이……!?)",（不、不行…！在圣核战姬的力量消失的状态下被教育…真的会变成战斗员……！？）
,,,,,,,,,,
Hisui.Fallen1-75,,(せ、戦闘員になんて…なりたくないっ…),(せ、戦闘員になんて…なりたくないっ…),,（戰、戰鬥員什麼的…不想變成那樣啊…）,(成為戰鬥員什麼的…我可不想…),,(I-I don't want to... become one...),"(저, 전투원 따위… 되고 싶지 않아…)",（战、战斗员什么的…不想变成那样啊…）
,,,,,,,,,,
Hisui.Fallen1-76,,(またあんな……無個性で…惨めでっ……♥),(またあんな……無個性で…惨めでっ……♥),,（又會變成那種……毫無個性…悲慘的……♥）,(又是那樣……毫無個性…可悲呢……♥),,(Again being so... bland... pathetic...♥),(또 저런…… 개성 없고… 비참하고……♥),（又会变成那种……毫无个性…悲惨的……♥）
,,,,,,,,,,
Hisui.Fallen1-77,,バチバチバチッ！！,バチバチバチッ！！,,啪滋啪滋啪滋！！,嘿嘿嘿——！！,,Zap zap zap!!,바치바치바칫!!,啪滋啪滋啪滋！！
,,,,,,,,,,
Hisui.Fallen1-78,ヒスイ,「きいっ！？」,「きいっ！？」,,「嘰！？」,「嘿——！？」,,"""Kii?!""",「키잇!?」,「吱！？」
,,,,,,,,,,
Hisui.Fallen1-79,,【K46号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K46号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,,【K46號，下級戰鬥員的回答一律使用表示絕對肯定的「嘰——！」其他發聲禁止】,【K46號，下級戰鬥員的回答皆以絕對肯定的“嘿——————！！”表示。其他發聲未經許可則禁止。】,,"[K46, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. You are not allowed to make other sounds.]","【K46호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K46号，下级战斗员的回答一律使用表示绝对肯定的「吱——！」其他发声禁止】
,,,,,,,,,,
Hisui.Fallen1-80,ヒスイ,(ち、違うっ、私は聖核戦姫っ…！力を失っても…心はまだ…聖核戦姫……だからっ♥),(ち、違うっ、私は聖核戦姫っ…！力を失っても…心はまだ…聖核戦姫……だからっ♥),,（不、不對，我是聖核戰姬…！就算失去力量…心還是…聖核戰姬……所以♥）,(不、不對，我是聖核戰姬…！就算失去力量…我的心依然是…聖核戰姬……所以♥),,"(N-no, I'm a Holy Core Battlemaiden...! Even if I've lost my power... my heart is still... a Holy Core Battlemaiden... so♥)","(다, 달라, 나는 성핵전희…! 힘을 잃어도… 마음은 아직… 성핵전희……이니까♥)",（不、不对，我是圣核战姬…！就算失去力量…心还是…圣核战姬……所以♥）
,,,,,,,,,,
Hisui.Fallen1-81,,(K46号なんかじゃ…ないっ……♥),(K46号なんかじゃ…ないっ……♥),,（我不是什麽K46號…♥）,(K46號才不是那樣的……♥),,(I'm not... K46...♥),(K46호 따위가… 아니야……♥),（我不是什么K46号…♥）
,,,,,,,,,,
Hisui.Fallen1-82,,バチバチバチッ！！,バチバチバチッ！！,,啪滋啪滋啪滋！！,嘿嘿嘿——！！,,Zap zap zap!!,바치바치바칫!!,啪滋啪滋啪滋！！
,,,,,,,,,,
Hisui.Fallen1-83,,【K46号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K46号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,,【K46號，下級戰鬥員的回答一律使用表示絕對肯定的「嘰——！」其他發聲禁止】,【K46號，下級戰鬥員的回答皆以絕對肯定的“嘿——————！！”表示。其他發聲未經許可則禁止。】,,"[K46, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. You are not allowed to make other sounds.]","【K46호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K46号，下级战斗员的回答一律使用表示绝对肯定的「吱——！」其他发声禁止】
,,,,,,,,,,
Hisui.Fallen1-84,ヒスイ,「きっ、キィーーーーーーッ！？」,「きっ、キィーーーーーーッ！？」,,「嘰、嘰────────！？」,「嘿、嘿——————！！？」,,"""K-KIIIIIIII?!""","「킷, 키이ーーーーーー잇!?」",「吱、吱────────！？」
,,,,,,,,,,
Hisui.Fallen1-85,,(お゛っ♥！？ま、また頭がっ…抗えない……っ！？),(お゛っ♥！？ま、また頭がっ…抗えない……っ！？),,（喔♥！？又、腦袋…抵抗不了……！？）,(喔♥！？頭又…無法抗拒……！？),,(Oghh♥?! M-my head again... I can't resist...?!),"(오옷 옷♥!? 자, 또 머리가… 저항할 수 없어……!?)",（喔♥！？又、脑袋…抵抗不了……！？）
,,,,,,,,,,
Hisui.Fallen1-86,,【記憶の消去による人格矯正を行い、対象を完全に戦闘員へと変換します。】,【記憶の消去による人格矯正を行い、対象を完全に戦闘員へと変換します。】,,【進行記憶消除的人格矯正，將目標完全轉換為戰鬥員。】,【透過記憶抹除進行人格矯正，將對象完全轉變為戰鬥員。】,,[The subject's memory is being erased to correct their personality and convert them completely into a soldier.],"【기억 소거에 의한 인격 교정을 실시하여, 대상을 완전히 전투원으로 변환합니다.】",【进行记忆消除的人格矫正，将目标完全转换为战斗员。】
,,,,,,,,,,
Hisui.Fallen1-87,,(っ！？ま、まって…！聖核戦姫の力が無い状態で記憶の消去なんて…耐えられないっ…！),(っ！？ま、まって…！聖核戦姫の力が無い状態で記憶の消去なんて…耐えられないっ…！),,（！？等、等一下…！沒有聖核戰姬的力量狀態下記憶消除什麼的…抵抗不了…！）,(喔！？等、等一下…！在聖核戰姬失去力量的情況下進行記憶抹除…無法忍受啊…！),,(?! W-wait...! Memory erasure without my Holy Core Battlemaiden powers... I can't endure it...!),"(윽!? 자, 잠깐…! 성핵전희의 힘이 없는 상태에서 기억 소거라니… 견딜 수 없어…!)",（！？等、等一下…！没有圣核战姬的力量状态下记忆消除什么的…抵抗不了…！）
,,,,,,,,,,
Hisui.Fallen1-88,,バチバチバチッ！！,バチバチバチッ！！,,啪滋啪滋啪滋！！,嘿嘿嘿————！！,,Zap zap zap!!,바치바치바칫!!,啪滋啪滋啪滋！！
,,,,,,,,,,
Hisui.Fallen1-89,,「ほ゛おっ♥！？」,「ほ゛おっ♥！？」,,「吼哦♥！？」,(喔♥！？),,"""Hoghoh♥?!""",「호옷 오옷♥!?」,「吼哦♥！？」
,,,,,,,,,,
Hisui.Fallen1-90,,【K46号の記憶の消去を実施中。危険ですのでK46号は直ちに思考を停止してください。】,【K46号の記憶の消去を実施中。危険ですのでK46号は直ちに思考を停止してください。】,,【K46號的記憶消除實施中。由於很危險請K46號立即停止思考。】,【正在執行K46號的記憶抹除。由於存在危險，請K46號立即停止思考。】,,"[K46's memory is being erased and their sexual desire is being amplified. It is dangerous to keep thinking, please stop immediately.]",【K46호 기억 소거 실시 중. 위험하므로 K46호는 즉시 사고를 정지하십시오.】,【K46号的记忆消除实施中。由于很危险请K46号立即停止思考。】
