Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Dialog.DLC-P-64,,そして少女の体から緑色の光があふれ出し――――,然後從少女的身體中湧出了綠色的光———,,そして少女の体から緑色の光があふれ出し――――,少女的身上開始湧出綠色的光芒――――,Then green light flowed from the girl's body...,그리고 소녀의 몸에서 녹색 빛이 넘쳐흐르며――――,少女的身上开始涌出绿色的光芒――――
,,,,,,,,,
Dialog.DLC-P-65,ヒスイ(ヒスイ変身),「変身完了！私はヒスイ、聖核戦姫、コード：ヒスイです！」,「變身完成！我是翡翠，聖核戰姬，代號：翡翠！」,,「変身完了！私はヒスイ、聖核戦姫、コード：ヒスイです！」,「變身完成！我是翡翠，聖核戰姬，代號：翡翠！」,"""Transformation complete! I am Hisui, Holy Core Battlemaiden, Code: Jade!""","「변신 완료! 저는 히스이, 성핵전희, 코드: 히스이입니다!」",「变身完成！我是翡翠，圣核战姬，代号：翡翠！」
,,,,,,,,,
Dialog.DLC-P-66,ダイヤモンド,「今からこの戦闘員共を突破する！私が道を切り開くから自分の身は自分で守れ！」,「從現在開始突破這些戰鬥員！我會開路，保護自己就靠自己！」,,「今からこの戦闘員共を突破する！私が道を切り開くから自分の身は自分で守れ！」,「接下來我要強行突破這區！我來開路，妳自己顧好自己的性命！」,"""We're going past these soldiers now! I'll clear the path, so protect yourself!""",「지금부터 이 전투원들을 돌파한다! 내가 길을 열 테니 네 몸은 네가 지켜라!」,「接下来我要强行突破这区！我来开路，你自己顾好自己的性命！」
,,,,,,,,,
Dialog.DLC-P-67,ヒスイ,「は、はいっ！」,「呃、好的！」,,「は、はいっ！」,「是、是！」,"""Y-yes!""","「네, 넷!」",「是、是！」
,,,,,,,,,
Dialog.DLC-P-68,ダイヤモンド,「はあああああっっっっ――――――――！！！！！」,「啊啊啊啊啊——！！！！！」,,「はあああああっっっっ――――――――！！！！！」,「哈啊啊啊啊啊————————！！！！！」,"""Haaaaaahhhhh!!!!!""",「하아아아아아앗――――――――!!!!!」,「哈啊啊啊啊啊————————！！！！！」
,,,,,,,,,
Dialog.DLC-P-69,ヒスイ,「……………！！！」,「……………！！！」,,「……………！！！」,「…………！！！」,"""...!!!""",「……………!!!」,「…………！！！」
,ホワイトアウトする演出(暗転の白Ver),,,,,,,,
Dialog.DLC-P-70,,数時間後、都市の裏路地にて,數小時後，在都市的偏僻巷道裡。,,数時間後、都市の裏路地にて,數小時後，都市的後巷裡,"Several hours later, in the city's back alleys","수 시간 후, 도시의 뒷골목에서",数小时后，都市的后巷里
,背景　裏路地,,,,,,,,
Dialog.DLC-P-71,ヒスイ(私服),「はあっ、はあっ、はあっ…」,「呼、呼、呼...」,,「はあっ、はあっ、はあっ…」,「哈啊、哈啊、哈啊……」,"""Haa, haa, haa...""","「하앗, 하앗, 하앗…」",「哈啊、哈啊、哈啊……」
,,,,,,,,,
Dialog.DLC-P-72,ダイヤ(私服),「……ふう、ここまで来れば一旦逃げ切っただろう。」,「……呼，到這裡應該算是成功逃脫了吧。」,,「……ふう、ここまで来れば一旦逃げ切っただろう。」,「……呼，都跑到這裡了，我們應該暫時是甩開追兵了。」,"""...Phew, we should have lost them for now.""","「……후우, 여기까지 오면 일단 도망쳤겠지.」",「……呼，都跑到这里了，我们应该暂时是甩开追兵了。」
,,,,,,,,,
Dialog.DLC-P-73,,二人の聖核戦姫は財団の追跡を振り切り、夜の闇に紛れて路地裏に身を隠していた,兩位聖核戰姬擺脫了財團的追蹤，在夜色中躲藏在巷子裡。,,二人の聖核戦姫は財団の追跡を振り切り、夜の闇に紛れて路地裏に身を隠していた,兩名聖核戰姬擺脫了財團的追擊，隱身在夜色中的巷弄深處。,The two Holy Core Battlemaidens had shaken off the Foundation's pursuit and hid in the back alleys under cover of night.,"두 명의 성핵전희는 재단의 추적을 따돌리고, 밤의 어둠에 숨어 골목길에 몸을 숨기고 있었다",两名圣核战姬摆脱了财团的追击，隐身在夜色中的巷弄深处。
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Dialog.DLC-P-74,ヒスイ,「た、助けていただきありがとうございました。ええと…私はヒスイ…西園寺ヒスイです。貴女は…？」,「謝、謝謝你的幫助。那個…我是翡翠…西園寺翡翠。你是…？」,,「た、助けていただきありがとうございました。ええと…私はヒスイ…西園寺ヒスイです。貴女は…？」,「謝、謝謝妳救了我。那個……我是翡翠，西園寺翡翠。妳是……？」,"""Th-thank you for saving me. Um... I'm Hisui... Hisui Saionji. And you are...?""","「도, 도와주셔서 감사합니다. 음… 저는 히스이… 사이온지 히스이입니다. 당신은…?」",「谢、谢谢你救了我。那个……我是翡翠，西园寺翡翠。你是……？」
,,,,,,,,,
Dialog.DLC-P-75,ダイヤ,「…………。」,「…………。」,,「…………。」,「…………」,"""...""",「………….」,「…………」
,,,,,,,,,
Dialog.DLC-P-76,,「………私はこれから財団の本拠地を奇襲し、幹部共を暗殺する。」,「………我將突襲財團的基地，暗殺他們的幹部。」,,「………私はこれから財団の本拠地を奇襲し、幹部共を暗殺する。」,「………接下來我要突襲財團本部，把那些幹部全都暗殺掉。」,"""...I'm going to raid the Foundation's headquarters and assassinate the executives.""","「………나는 이제부터 재단의 본거지를 기습하여, 간부들을 암살한다.」",「………接下来我要突袭财团本部，把那些干部全都暗杀掉。」
,,,,,,,,,
Dialog.DLC-P-77,ヒスイ,「えっ！？な、何を？」,「欸！？什、什麼？」,,「えっ！？な、何を？」,「咦！？妳、妳說什麼！？」,"""What?! Wh-what?""","「엣!? 무, 무엇을?」",「咦！？你、你说什么！？」
,,,,,,,,,
Dialog.DLC-P-78,ダイヤ,「……今財団は我々を探すために多少本体の警備は手薄になっているはずだ。」,「……現在財團應該為了尋找我們，本部的防護應該有所減弱。」,,「……今財団は我々を探すために多少本体の警備は手薄になっているはずだ。」,「……現在財團為了搜尋我們，本部那邊的警戒多少會變得比較寬鬆。」,"""...Right now the Foundation is searching for us, so their main security should be somewhat weakened.""",「……지금 재단은 우리를 찾기 위해 다소 본체의 경비는 허술해졌을 것이다.」,「……现在财团为了搜寻我们，本部那边的警戒多少会变得比较宽松。」
,,,,,,,,,
Dialog.DLC-P-79,ヒスイ,「そんな、いくら貴女でも今は…！」,「這樣，就算是您現在也...！」,,「そんな、いくら貴女でも今は…！」,「就算這樣，再怎麼說妳一個人也――！」,"""But even for you, right now...!""","「그런, 아무리 당신이라도 지금은…!」",「就算这样，再怎么说你一个人也――！」
,,,,,,,,,
Dialog.DLC-P-80,ダイヤ(変身),「…私は聖核戦姫の正義を執行する。貴様は自分の身を隠す事に集中しろ。」,「…我將執行聖核戰姬的正義。你應該專注於隱藏自己。」,,「…私は聖核戦姫の正義を執行する。貴様は自分の身を隠す事に集中しろ。」,「……我要去執行身為聖核戰姬的正義。妳就專心地把自己躲藏好就好了。」,"""...I will execute the justice of the Holy Core Battlemaidens. You focus on hiding yourself.""",「…나는 성핵전희의 정의를 집행한다. 네놈은 자신의 몸을 숨기는 데 집중해라.」,「……我要去执行身为圣核战姬的正义。你就专心把自己藏起来就好了。」
,,,,,,,,,
Dialog.DLC-P-81,ヒスイ,「そ、それなら私も聖核戦姫です！一緒に戦います―――」,「那、那樣的話，我也是聖核戰姬！我們一起戰鬥──」,,「そ、それなら私も聖核戦姫です！一緒に戦います―――」,「那、那我也是聖核戰姬！請讓我一起戰――」,"""Th-then I'm a Holy Core Battlemaiden too! I'll fight with you...""","「그, 그렇다면 저도 성핵전희입니다! 함께 싸우겠습니다――――」",「那、那我也是圣核战姬！请让我一起战――」
,,,,,,,,,
Dialog.DLC-P-82,ダイヤ,「……先ほど貴様の戦闘を見ていたが、はっきり言って力不足だ。」,「……剛才觀看了你的戰鬥，坦率地說，實力不足。」,,「……先ほど貴様の戦闘を見ていたが、はっきり言って力不足だ。」,「……剛才我已經看過妳的戰鬥方式了，老實說妳的實力不夠。」,"""...I saw you fighting earlier, and frankly, you lack strength.""","「……방금 네놈의 전투를 봤지만, 솔직히 말해서 역부족이다.」",「……刚才我已经看过你的战斗方式了，老实说你的实力不够。」
,,,,,,,,,
Dialog.DLC-P-83,,「せいぜいクローン共2～3匹を相手にするのが関の山だろう…はっきり言って足手まといだ。」,「最多也就是應對2到3隻克隆體，已經是極限了吧…坦率地說，只是拖累。」,,「せいぜいクローン共2～3匹を相手にするのが関の山だろう…はっきり言って足手まといだ。」,「妳也就勉強能應付兩三個克隆人……說難聽一點，妳只會拖後腿。」,"""At best you could handle 2 or 3 clones... Frankly, you'd be a burden.""",「고작 클론들 2~3마리를 상대하는 것이 고작일 것이다… 솔직히 말해서 걸림돌이다.」,「你也就勉强能应付两叁个克隆体……说难听一点，你只会拖后腿。」
,,,,,,,,,
Dialog.DLC-P-84,,「さらばだ、運が良ければまた会う事もあるだろう。幸運を祈る。」,「再會了，如果運氣好的話，或許還有再見的機會。祝你好運。」,,「さらばだ、運が良ければまた会う事もあるだろう。幸運を祈る。」,「我先走了，如果運氣好，也許我們還有再見面的一天。祝妳好運。」,"""Farewell. If we're lucky, we may meet again. Good fortune to you.""","「잘 가라, 운이 좋으면 다시 만날 수도 있겠지. 행운을 빈다.」",「我先走了，如果运气好，也许我们还有再见面的一天。祝你好运。」
