Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Record.Erenayuta-37,エレナ,「んっ♥、早く出してくださいっ、私のマンコにっ！」,「んっ♥、早く出してくださいっ、私のマンコにっ！」,「嗯♥，快點射出來吧，射到我的淫穴裡！」,"""Nn♥ Please finish quickly in my pussy!""","「응읏♥, 빨리 싸주세요, 제 보지에!」",「嗯♥，快点射出来吧，射到我的淫穴里！」
,,,,,,,
Record.Erenayuta-38,那由多,「エレナには負けませんっ♥、当然私が勝ちますっ♥」,「エレナには負けませんっ♥、当然私が勝ちますっ♥」,「我不會輸給艾蓮娜的♥，當然是我贏♥」,"""I won't lose to Elena♥ Of course I'll win♥""","「엘레나에게는 지지 않겠습니다♥, 당연히 제가 이깁니다♥」",「我不会输给艾莲娜的♥，当然是我赢♥」
,,,,,,,
Record.Erenayuta-39,男,「ぬっ、締め付けが…ぐおっ、出るっ！」,「ぬっ、締め付けが…ぐおっ、出るっ！」,「唔，這緊縮感…嗚喔，要射了！」,"""Ngh, the tightness... gah, I'm finishing!""","「윽, 조임이… 크오옷, 싼다!」",「唔，这紧缩感…呜喔，要射了！」
,Record E＆N 5,,,,,,
Record.Erenayuta-40,,ドクッ！、ドクドクッ！,ドクッ！、ドクドクッ！,咚！咚咚！,Throb! Throb throb!,"도큣!, 도큣도큣!",咚！、咚咚！
,,,,,,,
Record.Erenayuta-41,,ほぼ同時にエレナと那由多のマンコに勢いよく精液が放たれる,ほぼ同時にエレナと那由多のマンコに勢いよく精液が放たれる,幾乎同時精液猛地噴射到艾蓮娜和那由多的淫穴裡。,"Almost simultaneously, both Elena and Nayuta were filled with hot jizz.",거의 동시에 엘레나와 나유타의 보지에 힘차게 정액이 방출된다,几乎同时精液猛地喷射到艾莲娜和那由多的淫穴里。
,,,,,,,
Record.Erenayuta-42,エレナ,「んっ♥、んうっ♥♥！」,「んっ♥、んうっ♥♥！」,「嗯♥、嗯嗚♥♥！」,"""Nn♥ Nuu♥♥!""","「응읏♥, 으읏♥♥!」",「嗯♥、嗯呜♥♥！」
,,,,,,,
Record.Erenayuta-43,那由多,「っ♥、くうっ♥！」,「っ♥、くうっ♥！」,「唔♥、嗚♥！」,"""♥ Kuu♥!""","「윽♥, 크읏♥!」",「唔♥、呜♥！」
,Record E＆N 6,,,,,,
Record.Erenayuta-44,男,「ふう、いい感じだったよ那由多ちゃん」,「ふう、いい感じだったよ那由多ちゃん」,「呼，剛才感覺很棒啊那由多小姐。」,"""Phew, that felt good, Nayuta.""","「후우, 좋은 느낌이었어 나유타쨩」",「呼，刚才感觉很棒啊那由多小姐。」
,,,,,,,
Record.Erenayuta-45,戦闘員,「あー、これで二人とも1ポイントだな。分かりやすいようにペンで書いといてやる」,「あー、これで二人とも1ポイントだな。分かりやすいようにペンで書いといてやる」,「啊，這樣兩個人都得一分了吧。為了方便區分我就用筆寫上去了。」,"""Ah, that's 1 point for both of you. I'll write it with a pen so it's clear.""","「아-, 이걸로 둘 다 1점씩이군. 알기 쉽게 펜으로 써두지」",「啊，这样两个人都得一分了吧。为了方便区分我就用笔写上去了。」
,Record E＆N 7,,,,,,
Record.Erenayuta-46,エレナ,「んっ♥、なるほど、この感じで搾精し続ければいいんですね…！」,「んっ♥、なるほど、この感じで搾精し続ければいいんですね…！」,「嗯♥，原來如此，就這樣持續榨取精液就好了呢…！」,"""Nn♥ I see, so I just need to continue milking them like this...!""","「응읏♥, 과연, 이런 느낌으로 계속 착정하면 되는군요…!」",「嗯♥，原来如此，就这样持续榨取精液就好了呢…！」
,,,,,,,
Record.Erenayuta-47,那由多,「ふん♥、要領が分かってしまえばこちらのものですっ。この勝負、私が勝ちますっ！」,「ふん♥、要領が分かってしまえばこちらのものですっ。この勝負、私が勝ちますっ！」,「哼♥，一旦掌握了要領就是我的優勢了。這場比賽，我會贏的！」,"""Hmph♥ Once I understand the method, it's mine. I'll win this competition!""","「흥♥, 요령을 알았으니 이쪽의 것입니다. 이 승부, 제가 이깁니다!」",「哼♥，一旦掌握了要领就是我的优势了。这场比赛，我会赢的！」
,Record E＆N ８,,,,,,
Record.Erenayuta-48,,そして次の男たちが那由多とエレナに覆いかぶさる,そして次の男たちが那由多とエレナに覆いかぶさる,接著下一批男人覆蓋到那由多和艾蓮娜身上。,Then the next men approached Nayuta and Elena.,그리고 다음 남자들이 나유타와 엘레나에게 덮쳐든다,接着下一批男人覆盖到那由多和艾莲娜身上。
,,,,,,,
Record.Erenayuta-49,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！,啪啾、啪啾、啪啾！,"Slap, slap, slap!","바츗, 바츗, 바츗!",啪啾、啪啾、啪啾！
,,,,,,,
Record.Erenayuta-50,エレナ,「勝つのは私ですッ♥、こんな節操のない格好の雌ブタには負けませんっ♥！」,「勝つのは私ですッ♥、こんな節操のない格好の雌ブタには負けませんっ♥！」,「贏的是我♥，我不會輸給這種穿著不檢點的母豬的♥！」,"""I'll win♥ I'm not going to lose to a shameless pig like you♥!""","「이기는 건 저입니다♥, 이런 절제 없는 모습의 암퇘지에게는 지지 않아요♥!」",「赢的是我♥，我不会输给这种穿着不检点的母猪的♥！」
,,,,,,,
Record.Erenayuta-51,那由多,「メス牛ユルマンビッチが私に勝てるとでも？♥勝つのは私ですっ♥♥」,「メス牛ユルマンビッチが私に勝てるとでも？♥勝つのは私ですっ♥♥」,「母牛鬆穴蕩婦竟然敢說能贏我嗎？♥贏的將會是我♥♥」,"""You think a loose pussy like yours can beat me?♥ I'll be the winner♥♥""",「암소 헐렁 보지 년이 나에게 이길 수 있다고?♥ 이기는 건 저입니다♥♥」,「母牛松穴荡妇竟然敢说能赢我吗？♥赢的将会是我♥♥」
,,,,,,,
Record.Erenayuta-52,戦闘員,「あー、じゃあ明日の朝迎えに来てやるから、それまで頑張ってくれ」,「あー、じゃあ明日の朝迎えに来てやるから、それまで頑張ってくれ」,「好了，那我明天早上來接妳們，妳們就努力吧。」,"""Ah, well, I'll come pick you up tomorrow morning, so do your best until then.""","「아-, 그럼 내일 아침에 데리러 올 테니, 그때까지 힘내라」",「好了，那我明天早上来接你们，你们就努力吧。」
,,,,,,,
Record.Erenayuta-53,エレナ,「ふっ…望むところですっ♥」,「ふっ…望むところですっ♥」,「哼…正合我意♥」,"""Hmph... Let's find out!""",「훗… 바라는 바입니다♥」,「哼…正合我意♥」
,,,,,,,
Record.Erenayuta-54,那由多,「この勝負…本気でイカせていただきます！」,「この勝負…本気でイカせていただきます！」,「這場比賽…我會認真讓你們高潮的！」,"""This competition... I'll give it my all!""",「이 승부… 진심으로 가게 해드리겠습니다!」,「这场比赛…我会认真让你们高潮的！」
,,,,,,,
Record.Erenayuta-55,,そしてエレナと那由多は一晩中搾精肉便器勝負へと臨むのであった,そしてエレナと那由多は一晩中搾精肉便器勝負へと臨むのであった,於是艾蓮娜和那由多開始了一整晚的榨精肉便器比賽。,And so Elena and Nayuta engaged in the public service competition all night long.,그리고 엘레나와 나유타는 밤새도록 착정 육변기 승부에 임하는 것이었다,于是艾莲娜和那由多开始了一整晚的榨精肉便器比赛。
,,,,,,,
Record.Erenayuta-56,,―――翌日,―――翌日,―――隔日,The next day,―――다음날,―――隔日
,暗転,,,,,,
Record.Erenayuta-57,Record E＆N ９,そこには体中に無数の卑猥な落書きをされ、精液にまみれた二人の姿があった,そこには体中に無数の卑猥な落書きをされ、精液にまみれた二人の姿があった,那裡有兩個人，身上被塗滿了無數淫穢的塗鴉，沾滿了精液。,"There were the two of them, covered in countless obscene writings and cum.","거기에는 온몸에 무수한 음란한 낙서가 되고, 정액 범벅이 된 두 사람의 모습이 있었다",那里有两个人，身上被涂满了无数淫秽的涂鸦，沾满了精液。
,,,,,,,
Record.Erenayuta-58,エレナ,「お゛っ♥、……お゛おっ♥…………」,「お゛っ♥、……お゛おっ♥…………」,「喔♥……喔喔♥…………」,"""Oh♥ ...Ohh♥...""","「오옷 옷♥,  ……오옷 오옷♥…………」",「喔♥、……喔喔♥…………」
,,,,,,,
Record.Erenayuta-59,那由多,「ん゛あっ…♥、お゛っ♥、お゛……」,「ん゛あっ…♥、お゛っ♥、お゛……」,「嗯啊…♥、喔♥、喔……」,"""Nah...♥ Oh♥ Oh...""","「응옷 앗…♥,  오옷 옷♥,  오옷 ……」",「嗯啊…♥、喔♥、喔……」
,,,,,,,
Record.Erenayuta-60,戦闘員,「おはよう二人とも、おーおーこりゃすげえなｗ」,「おはよう二人とも、おーおーこりゃすげえなｗ」,「早上好兩位，喔喔這可真是厲害啊哈」,"""Good morning you two, oh wow, this is amazing.""","「안녕 둘 다, 오-오- 이거 굉장하네ㅋ」",「早上好两位，喔喔这可真是厉害啊哈」
,,,,,,,
Record.Erenayuta-61,戦闘員,「体中に精液ぶっかけられまくって…マジの便器じゃねえかｗ」,「体中に精液ぶっかけられまくって…マジの便器じゃねえかｗ」,「全身都被精液噴灑滿了…真的是便器啊哈」,"""Covered in jizz all over... you're real dumpsters.""",「온몸에 정액 범벅이 돼서… 진짜 변기잖아ㅋ」,「全身都被精液喷洒满了…真的是便器啊哈」
,,,,,,,
Record.Erenayuta-62,エレナ,「お゛♥、……わたし♥、の♥、勝ちですっ…♥」,「お゛♥、……わたし♥、の♥、勝ちですっ…♥」,「喔♥……我♥、贏♥、了……♥」,"""Oh♥ ...I♥ won♥...""","「오옷 ♥, ……나♥, 의♥, 승리입니다…♥」",「喔♥、……我♥、赢♥、了……♥」
,,,,,,,
Record.Erenayuta-63,那由多,「んっ♥、私こそがっ♥…沢山使ってもらってッ♥♥」,「んっ♥、私こそがっ♥…沢山使ってもらってッ♥♥」,「嗯♥、我才是♥…被更多人使用了♥♥」,"""Nn♥ I'm the one who♥ ...got used more♥♥""","「응읏♥, 저야말로♥… 잔뜩 사용받아서♥♥」",「嗯♥、我才是♥…被更多人使用了♥♥」
,,,,,,,
Record.Erenayuta-64,戦闘員,「何だお前ら？もう限界なのか？もう次の客が来てるぞ」,「何だお前ら？もう限界なのか？もう次の客が来てるぞ」,「妳們怎麼了？已經到極限了嗎？下一批客人來了喔。」,"""What's with you two? At your limit already? The next customers are here.""",「뭐야 너희들? 벌써 한계야? 이제 다음 손님이 오고 있어」,「你们怎么了？已经到极限了吗？下一批客人来了喔。」
,Record E＆N １０,,,,,,
Record.Erenayuta-65,エレナ,「っ♥、わ、私を使ってくださいっ！」,「っ♥、わ、私を使ってくださいっ！」,「唔♥，請、請使用我！」,"""♥ P-please use me!""","「윽♥, 저, 저를 사용해주세요!」",「唔♥、请、请使用我！」
,,,,,,,
Record.Erenayuta-66,那由多,「いえっ、ここは私をッ♥♥」,「いえっ、ここは私をッ♥♥」,「不，請使用我♥♥」,"""No, use me instead♥♥""","「아니, 여기는 저를♥♥」",「不，请使用我♥♥」
,,,,,,,
Record.Erenayuta-67,戦闘員,「おーおーまだ元気じゃねえか。流石最強の聖核戦姫だなぁ？」,「おーおーまだ元気じゃねえか。流石最強の聖核戦姫だなぁ？」,「喔喔，還挺有精神的嘛。不愧是最強的聖核戰姬啊？」,"""Oh, you're still energetic. As expected of the strongest Holy Core Battlemaidens?""",「오-오- 아직 멀쩡하잖아. 역시 최강의 성핵전희네?」,「喔、喔喔还挺有精神的嘛。不愧是最强的圣核战姬啊？」
,,,,,,,
Record.Erenayuta-68,エレナ,「当たり前ですっ♥、肉便器勝負とて手は抜けませんっ！」,「当たり前ですっ♥、肉便器勝負とて手は抜けませんっ！」,「那是當然的♥，即使是肉便器比賽也不能鬆懈！」,"""Of course♥ I can't hold back even in a dumpster contest!""","「당연합니다♥, 육변기 승부라고 해도 손을 뺄 수는 없습니다!」",「那是当然的♥、即使是肉便器比赛也不能松懈！」
,,,,,,,
Record.Erenayuta-69,那由多,「はっ♥、最強の肉便器がどんなものか見せてあげますっ♥」,「はっ♥、最強の肉便器がどんなものか見せてあげますっ♥」,「哈♥、讓你們看看最強的肉便器是什麼樣子的♥」,"""Ha♥ I'll show you what the strongest toilet looks like♥""","「핫♥, 최강의 육변기가 어떤 것인지 보여드리겠습니다♥」",「哈♥、让你们看看最强的肉便器是什么样子的♥」
,Record E＆N １1,,,,,,
Record.Erenayuta-70,,バチュッ、バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ、バチュッ！,啪啾、啪啾、啪啾、啪啾！,"Slap, slap, slap, slap!","바츗, 바츗, 바츗, 바츗!",啪啾、啪啾、啪啾、啪啾！
,,,,,,,
Record.Erenayuta-71,エレナ,「んっ♥、あっ♥、んんっ♥♥」,「んっ♥、あっ♥、んんっ♥♥」,「嗯♥、啊♥、嗯嗯♥♥」,"""Nn♥ Ah♥ Nnn♥♥""","「응읏♥, 앗♥, 응응읏♥♥」",「嗯♥、啊♥、嗯嗯♥♥」
,,,,,,,
Record.Erenayuta-72,那由多,「んあっ♥、お゛っ♥、うんっ♥♥」,「んあっ♥、お゛っ♥、うんっ♥♥」,「嗯啊♥、喔♥、嗯嗯♥♥」,"""Nah♥ Oh♥ Unn♥♥""","「응앗♥, 오옷 옷♥, 응읏♥♥」",「嗯啊♥、喔♥、嗯嗯♥♥」
,,,,,,,
Record.Erenayuta-73,,エレナと那由多は既に何人ものチンポを受け入れており、もはや肉便器であることに全く抵抗はなかった,エレナと那由多は既に何人ものチンポを受け入れており、もはや肉便器であることに全く抵抗はなかった,艾蓮娜和那由多已經接受了許多根雞巴的插入，對於自己是肉便器這一事實已完全沒有抵抗。,"Elena and Nayuta had already accepted countless men and their cocks, and no longer had any resistance to being cum dumpsters.","엘레나와 나유타는 이미 여러 명의 자지를 받아들여, 이제 육변기인 것에 전혀 저항이 없었다",艾莲娜和那由多已经接受了许多根鸡巴的插入，对于自己是肉便器这一事实已完全没有抵抗。
,,,,,,,
Record.Erenayuta-74,エレナ,「んっ♥、早く射精しなさいっ♥、このブタ女に負けてられませんっ！」,「んっ♥、早く射精しなさいっ♥、このブタ女に負けてられませんっ！」,「嗯♥，快點射精啊♥，我不能輸給這個母豬女人！ 」,"""Nn♥ Hurry up and come♥ I can't lose to this pig!""","「응읏♥, 빨리 사정하십시오♥, 이 돼지년에게 질 수는 없습니다!」",「嗯♥，快点射精啊♥，我不能输给这个母猪女人！ 」
,,,,,,,
Record.Erenayuta-75,那由多,「っ♥、そっちこそっ♥、肉付きがいいだけのメス牛のくせにっ♥、生意気ですっ♥」,「っ♥、そっちこそっ♥、肉付きがいいだけのメス牛のくせにっ♥、生意気ですっ♥」,「唔♥，妳才是♥，區區一隻肉多的母牛，竟敢如此傲慢♥」,"""♥ You're the one♥ Just a fleshy cow♥ How impudent♥""","「윽♥, 그쪽이야말로♥, 살찐 암소 주제에♥, 건방집니다♥」",「唔♥，你才是♥，区区一只肉多的母牛，竟敢如此傲慢♥」
,Record E＆N １２,,,,,,
Record.Erenayuta-76,,ドクッ、ドビュルルルッッ！,ドクッ、ドビュルルルッッ！,咚、咻嚕嚕嚕！,"Throb, spurrrrrt!","도큣, 도뷰르르릇!!",咚、咻噜噜噜！
,,,,,,,
Record.Erenayuta-77,,何度目かもわからない精液が二人に放たれる,何度目かもわからない精液が二人に放たれる,不知道是第幾次的精液被射向兩人,"Yet another shot hit both of them, having lost count long ago.",몇 번째인지 알 수 없는 정액이 두 사람에게 방출된다,不知道是第几次的精液被射向两人
,,,,,,,
Record.Erenayuta-78,エレナ,「んっ♥、き、来ましたっ♥」,「んっ♥、き、来ましたっ♥」,「嗯♥、來、來了♥」,"""Nn♥ He came♥""","「응읏♥, 키, 왔습니다♥」",「嗯♥、来、来了♥」
,,,,,,,
Record.Erenayuta-79,那由多,「っ♥、あ、ありがとうございますぅ♥！」,「っ♥、あ、ありがとうございますぅ♥！」,「唔♥、啊、謝謝您♥！」,"""♥ T-thank you♥!""","「윽♥, 아, 감사합니다앗♥!」",「唔♥、啊、谢谢您♥！」
,Record E＆N １３,,,,,,
Record.Erenayuta-80,,そしてずるりと那由多からチンポが引き抜かれる,そしてずるりと那由多からチンポが引き抜かれる,接著雞巴從那由多體內緩緩地抽出,Then the man pulled out from Nayuta.,그리고 즈르륵 하고 나유타에게서 자지가 뽑혀 나온다,接着鸡巴从那由多体内缓缓地抽出
,,,,,,,
Record.Erenayuta-81,エレナ,「…何してるんですか、射精が終わったなら早くどいてください！」,「…何してるんですか、射精が終わったなら早くどいてください！」,「…你在做什麼，射精完了就快點離開！」,"""...What are you doing? If you're finished, please move aside quickly!""","「…뭐 하는 겁니까, 사정이 끝났으면 빨리 비켜주세요!」",「…你在做什么，射精完了就快点离开！」
,,,,,,,
Record.Erenayuta-82,男,「いやー、射精したらもよおしてきちゃってね、このままさせてもらうよ」,「いやー、射精したらもよおしてきちゃってね、このままさせてもらうよ」,「哎呀，射完精後有點想上廁所了呢，那直接在這裡上了。」,"""Well, after finishing I got the urge, so I'm just going to do it.""","「이야-, 사정했더니 마려워져서 말이야, 이대로 싸게 해줘」",「哎呀，射完精后有点想上厕所了呢，那我就这么做了。」
,,,,,,,
Record.Erenayuta-83,,そう言うと男はエレナの膣内で放尿を始める,そう言うと男はエレナの膣内で放尿を始める,男人說著，開始在艾蓮娜的陰道裡排尿。,"Saying that, the man began urinating inside Elena.",그렇게 말하며 남자는 엘레나의 질 내에서 방뇨를 시작한다,男人说着，开始在艾莲娜的阴道里排尿。
,Record E＆N １４,,,,,,
Record.Erenayuta-84,,ジョボッ、ジョボボボッ！,ジョボッ、ジョボボボッ！,嘩、嘩啦啦！,"Splash, splash splash!","조봇, 조보보봇!",哗、哗啦啦！
,,,,,,,
Record.Erenayuta-85,エレナ,「なっ♥、何してるんですかっ♥！」,「なっ♥、何してるんですかっ♥！」,「什麼♥，你在做什麼♥！」,"""What♥ What are you doing♥!""","「뭣♥, 뭐 하는 겁니까♥!」",「唔♥、你在做什么♥！」
,,,,,,,
Record.Erenayuta-86,那由多,「ふふっ♥、無様ですね…♥」,「ふふっ♥、無様ですね…♥」,「呵呵♥，真是難看呢…♥」,"""Fufu♥ How gross...♥""","「후훗♥, 꼴사납군요…♥」",「呵呵♥、真是难看呢…♥」
,,,,,,,
Record.Erenayuta-87,エレナ,「するのは勝手ですが…こんなポイントにならないことをっ！早く終わらせてください！」,「するのは勝手ですが…こんなポイントにならないことをっ！早く終わらせてください！」,「要做是你的自由，但是這種不計分的事！快點結束吧！」,"""Do what you want but... this doesn't count for points! Please finish quickly!""",「하는 건 자유지만… 이런 포인트 안 되는 짓을! 빨리 끝내주세요!」,「要做是你的自由，但是这种不计分的事！快点结束吧！」
,,,,,,,
Record.Erenayuta-88,戦闘員,「あー、放尿も1ポイントで良いんじゃねえか？肉便器なんだし」,「あー、放尿も1ポイントで良いんじゃねえか？肉便器なんだし」,「啊，排尿也算一分不就好了嗎？反正是肉便器嘛。」,"""Ah, urination should count as 1 point too? You're dumpsters after all.""","「아-, 방뇨도 1점으로 좋지 않아? 육변기잖아」",「啊，排尿也算一分不就好了吗？反正是肉便器嘛。」
,,,,,,,
Record.Erenayuta-89,那由多,「なっ！？」,「なっ！？」,「什麼！？」,"""What?!""",「뭣!?」,「什么！？」
,Record E＆N １５,,,,,,
Record.Erenayuta-90,エレナ,「ふふっ、どうやら私の方がレベルの高い肉便器のようですねっ♥」,「ふふっ、どうやら私の方がレベルの高い肉便器のようですねっ♥」,「呵呵，看來我是級別更高的肉便器呢♥」,"""Fufu, it seems I'm the higher level dumpster♥""","「후훗, 아무래도 제가 더 수준 높은 육변기인 것 같군요♥」",「呵呵、看来我是级别更高的肉便器呢♥」
,,,,,,,
Record.Erenayuta-91,那由多,「なっ、わ、私にもっ♥、私にもおしっこしてくださいっ♥、エレナに負けるわけにはっ♥」,「なっ、わ、私にもっ♥、私にもおしっこしてくださいっ♥、エレナに負けるわけにはっ♥」,「唔，我、我也要♥，請也對我小便♥、我不能輸給艾蓮娜♥」,"""W-wait, m-me too♥ Please urinate on me too♥ I can't let Elena win♥""","「뭣, 저, 저에게도♥, 저에게도 오줌 싸주세요♥, 엘레나에게 질 수는♥」",「唔、我、我也要♥、请也对我小便♥、我不能输给艾莲娜♥」
,,,,,,,
Record.Erenayuta-92,男,「あ？しょうがねーなー」,「あ？しょうがねーなー」,「啊？真是沒辦法啊～」,"""Huh? Fine, I guess.""",「아? 어쩔 수 없네-」,「啊？真是没办法啊～」
,Record E＆N １６,,,,,,
Record.Erenayuta-93,,ジョボッ、ジョボボボッ！,ジョボッ、ジョボボボッ！,嘩、嘩啦啦！,"Splash, splash splash!","조봇, 조보보봇!",哗、哗啦啦！
,,,,,,,
Record.Erenayuta-94,那由多,「ぐっ♥、んんっ♥♥」,「ぐっ♥、んんっ♥♥」,「嗚♥、嗯嗯♥♥」,"""Guh♥ Nnn♥♥""","「크윽♥, 응응읏♥♥」",「呜♥、嗯嗯♥♥」
,,,,,,,
Record.Erenayuta-95,,男は那由多の顔へ向けて勢いよく放尿する,男は那由多の顔へ向けて勢いよく放尿する,男人朝著那由多的臉上猛地排尿。,The man forcefully urinated on Nayuta's face.,남자는 나유타의 얼굴을 향해 힘차게 방뇨한다,男人朝着那由多的脸上猛地排尿。
,,,,,,,
Record.Erenayuta-96,那由多,「ごぼっ♥、げぶっ♥！」,「ごぼっ♥、げぶっ♥！」,「咕噗♥、咳噗♥！」,"""Cough♥ Agh♥""","「고봇♥, 겝♥!」",「咕噗♥、咳噗♥！」
,Record E＆N １７,,,,,,
Record.Erenayuta-97,男,「ふう、すっきりしたぜ」,「ふう、すっきりしたぜ」,「呼，舒服了。」,"""Phew, that's refreshing.""","「후우, 시원하다」",「呼，舒服了。」
,,,,,,,
Record.Erenayuta-98,那由多,「はあっ、はぁっ♥、これで互角ですね！」,「はあっ、はぁっ♥、これで互角ですね！」,「哈啊、哈啊♥，這樣就打平了呢！」,"""Haa, haa♥ Now we're even!""","「하앗, 하앗♥, 이걸로 동점입니다!」",「哈啊、哈啊♥、这样就打平了呢！」
,,,,,,,
Record.Erenayuta-99,エレナ,「なっ…あなたそこまで…！」,「なっ…あなたそこまで…！」,「唔…妳竟然做到這種程度…！」,"""What... you would go that far...!""",「뭣… 당신 거기까지…!」,「唔…你竟然做到这种程度…！」
,,,,,,,
Record.Erenayuta-100,エレナ,「負けてられませんっ、皆様ッ♥、もっと私を使ってくださいっ♥！」,「負けてられませんっ、皆様ッ♥、もっと私を使ってくださいっ♥！」,「我不能輸，各位♥、請多多使用我吧♥！」,"""I can't lose, everyone♥ Please use me more♥!""","「질 수 없습니다! 여러분♥, 더 저를 사용해주세요♥!」",「我不能输，各位♥、请多多使用我吧♥！」
,,,,,,,
Record.Erenayuta-101,那由多,「いえっ、私をッ♥、ザーメンでもおしっこでも、沢山ぶっかけてくださいっ♥！」,「いえっ、私をッ♥、ザーメンでもおしっこでも、沢山ぶっかけてくださいっ♥！」,「不，是我♥，精液也好小便也罷，請大量地噴灑在我身上吧♥！」,"""No, use me♥ Please cover me with jizz and piss♥!""","「아니, 저를!♥, 정액이든 오줌이든, 잔뜩 뿌려주세요♥!」",「不，是我♥、精液也好小便也罢，请大量地喷洒在我身上吧♥！」
,,,,,,,
Record.Erenayuta-102,戦闘員,「ははっ、必死だな。まあ後3日間このままにしておくからせいぜい頑張ってくれ」,「ははっ、必死だな。まあ後3日間このままにしておくからせいぜい頑張ってくれ」,「哈哈，真是拼命啊。好吧我們會讓妳們在這裡待上三天，妳們就盡量努力吧。」,"""Haha, you're desperate. Well, we'll leave you like this for 3 more days, so do your best.""","「하핫, 필사적이네. 뭐 앞으로 3일간 이대로 둘 테니 힘껏 힘내라」",「哈哈，真是拼命啊。好吧我们会让你们在这里待上三天，你们就尽量努力吧。」
,Record E＆N １1,,,,,,
Record.Erenayuta-103,エレナ,「望むところです！どっちが本物の肉便器か見せてあげますっ！」,「望むところです！どっちが本物の肉便器か見せてあげますっ！」,「正合我意！讓你們看看誰才是真正的肉便器！」,"""That's what I want! I'll show you who the real dumpster is!""",「바라는 바입니다! 어느 쪽이 진짜 육변기인지 보여드리죠!」,「正合我意！让你们看看谁才是真正的肉便器！」
,,,,,,,
Record.Erenayuta-104,那由多,「私は絶対に負けませんっ♥！」,「私は絶対に負けませんっ♥！」,「我是絕對不會輸的♥！」,"""I absolutely won't lose♥!""",「저는 절대로 지지 않습니다♥!」,「我是绝对不会输的♥！」
,暗転,,,,,,
Record.Erenayuta-105,,―――3日後,―――3日後,―――三天後,Three days later,―――3일 후,―――三天后
,,,,,,,
Record.Erenayuta-106,戦闘員,「さてと、どうなったかな…と、うおっ」,「さてと、どうなったかな…と、うおっ」,「好了，看看怎麼樣了…哇靠。」,"""Now then, let's see how it went... whoa""","「자 그럼, 어떻게 되었을까… , 우옷」",「好了，看看怎么样了…哇靠。」
,Record E＆N １８,,,,,,
Record.Erenayuta-107,,そこには体中に落書きをされ、体中が精液とコンドームにまみれた二人の姿があった,そこには体中に落書きをされ、体中が精液とコンドームにまみれた二人の姿があった,那裡有兩個人，身上被塗滿了塗鴉，全身都沾滿了精液和保險套。,"There were the two of them, covered in graffiti, jizz, and condoms.","거기에는 온몸에 낙서가 되고, 온몸이 정액과 콘돔 범벅이 된 두 사람의 모습이 있었다",那里有两个人，身上被涂满了涂鸦，全身都沾满了精液和保险套。
,,,,,,,
Record.Erenayuta-108,エレナ,「お゛っ♥…………お゛おっ………♥」,「お゛っ♥…………お゛おっ………♥」,「喔♥…………喔喔………♥」,"""Oh♥...Ohh...♥""",「오옷 옷♥………… 오옷 오옷………♥」,「喔♥…………喔喔………♥」
,,,,,,,
Record.Erenayuta-109,那由多,「ん゛あ♥…………♥、お゛ぉっ♥」,「ん゛あ♥…………♥、お゛ぉっ♥」,「嗯啊♥…………♥、喔喔♥」,"""Nah♥...♥ Ohh♥""","「응옷 앗♥…………♥, 오옷 오옷♥」",「嗯啊♥…………♥、喔喔♥」
,,,,,,,
Record.Erenayuta-110,戦闘員,「こりゃひでえなあ…ザーメン臭で息が詰まりそうだ」,「こりゃひでえなあ…ザーメン臭で息が詰まりそうだ」,「這可真是慘不忍睹啊…精液的臭味讓我快窒息了。」,"""This is terrible... the smell of cum is suffocating.""",「이거 심하네… 정액 냄새로 숨이 막힐 것 같아」,「这可真是惨不忍睹啊…精液的臭味让我快窒息了。」
,,,,,,,
Record.Erenayuta-111,戦闘員,「これ今から掃除して回収するのきついっすね～」,「これ今から掃除して回収するのきついっすね～」,「這樣子要清理和回收會很麻煩的吧～」,"""Cleaning this up is going to be tough.""",「이거 지금부터 청소하고 회수하는 거 힘들겠네요~」,「这样子要清理和回收会很麻烦的吧～」
,,,,,,,
Record.Erenayuta-112,エレナ,「お゛♥、ご利用なら……ぜひ私を………♥」,「お゛♥、ご利用なら……ぜひ私を………♥」,「喔♥，如果還要用的話……請務必使用我………♥」,"""Oh♥ If you need to use... please use me...♥""","「오옷 ♥, 이용하신다면…… 부디 저를………♥」",「喔♥、如果还会用的话……请务必使用我………♥」
,,,,,,,
Record.Erenayuta-113,那由多,「ん゛♥あ………ちが、こっちの便器を………っ♥」,「ん゛♥あ………ちが、こっちの便器を………っ♥」,「嗯♥啊………不對，請使用這邊的便器………唔♥」,"""Nn♥ah...no, use this dumpster...♥""","「응옷 ♥아……… 아니, 이쪽 변기를………윽♥」",「嗯♥啊………不对，请使用这边的便器………唔♥」
,,,,,,,
Record.Erenayuta-114,戦闘員,「ははっ、こりゃもう本当に心の底から便器って感じだなｗ」,「ははっ、こりゃもう本当に心の底から便器って感じだなｗ」,「哈哈，這簡直是發自內心的便器了啊w」,"""Haha, they really are dumpsters from the bottom of their hearts now.""","「하핫, 이건 뭐 정말 마음속 깊은 곳까지 변기라는 느낌이네ㅋ」",「哈哈，这简直是发自内心的便器了啊w」
,,,,,,,
